Fecha;Activos
2025-07-15 00:00:00.000;3211
2025-07-16 00:00:00.000;3210
2025-07-17 00:00:00.000;3210
2025-07-18 00:00:00.000;3210
2025-07-20 00:00:00.000;3210
2025-07-21 00:00:00.000;3209
2025-07-22 00:00:00.000;3209
2025-07-23 00:00:00.000;3209
2025-07-24 00:00:00.000;3209
2025-07-25 00:00:00.000;3211
2025-07-27 00:00:00.000;3211
2025-07-28 00:00:00.000;3191
2025-07-29 00:00:00.000;3191
2025-07-30 00:00:00.000;3187
2025-07-31 00:00:00.000;3187
2025-08-01 00:00:00.000;3187
2025-08-03 00:00:00.000;3187
2025-08-04 00:00:00.000;3185
2025-08-05 00:00:00.000;3178
2025-08-06 00:00:00.000;3182
2025-08-07 00:00:00.000;3183
2025-08-08 00:00:00.000;3188
2025-08-10 00:00:00.000;3188
2025-08-11 00:00:00.000;3191
2025-08-12 00:00:00.000;3190
2025-08-13 00:00:00.000;3196
2025-08-14 00:00:00.000;3192
2025-08-15 00:00:00.000;3192
2025-08-17 00:00:00.000;3192
2025-08-18 00:00:00.000;3192
2025-08-19 00:00:00.000;3192
2025-08-20 00:00:00.000;3192
2025-08-21 00:00:00.000;3191
2025-08-22 00:00:00.000;3191
2025-08-24 00:00:00.000;3191
2025-08-25 00:00:00.000;3191
2025-08-26 00:00:00.000;3167
2025-08-27 00:00:00.000;3168
2025-08-28 00:00:00.000;3169
2025-08-29 00:00:00.000;3171
2025-08-31 00:00:00.000;3171
2025-09-01 00:00:00.000;3179
2025-09-02 00:00:00.000;3180
2025-09-03 00:00:00.000;3184
2025-09-04 00:00:00.000;3187
2025-09-05 00:00:00.000;3188
2025-09-07 00:00:00.000;3188
